Patent_ID,Country_Key,Time_Key,PatentAuthorityKey,PatentMeasureKey,AgentRoleKey,PatentCount
27,5,2,2,2,1,938.7780151367188
28,5,2,2,2,1,1338.124267578125
25,5,2,2,2,2,1241.239868164063
26,5,2,2,2,2,1833.37841796875
22,5,2,3,1,1,1730.451171875
21,5,2,3,1,2,1862.236450195313
30,5,3,1,1,1,914.0
29,5,3,1,1,2,1027.877807617188
33,5,3,1,2,1,6.0
34,5,3,1,2,1,582.11669921875
31,5,3,1,2,2,18.63570022583008
32,5,3,1,2,2,753.3638916015625
38,5,3,2,1,1,2084.966796875
37,5,3,2,1,2,2492.52392578125
41,5,3,2,2,1,660.67138671875
42,5,3,2,2,1,1481.96484375
39,5,3,2,2,2,891.36328125
40,5,3,2,2,2,1888.026000976563
36,5,3,3,1,1,1687.949951171875
35,5,3,3,1,2,1826.675048828125
44,5,4,1,1,1,691.3167114257812
43,5,4,1,1,2,773.2451782226562
46,5,4,1,2,1,464.5
45,5,4,1,2,2,561.9954833984375
50,5,4,2,1,1,1520.009521484375
49,5,4,2,1,2,1819.748291015625
52,5,4,2,2,1,1425.230346679688
51,5,4,2,2,2,1784.03515625
48,5,4,3,1,1,1729.69287109375
47,5,4,3,1,2,1831.554077148438
54,6,1,1,1,1,2037.083251953125
53,6,1,1,1,2,2252.6591796875
57,6,1,1,2,1,1027.833251953125
58,6,1,1,2,1,1664.620483398438
55,6,1,1,2,2,1124.702392578125
56,6,1,1,2,2,1809.212524414063
62,6,1,2,1,1,1398.833251953125
61,6,1,2,1,2,1805.97265625
65,6,1,2,2,1,990.6666870117188
66,6,1,2,2,1,1086.605224609375
63,6,1,2,2,2,1336.16015625
64,6,1,2,2,2,1412.515747070313
60,6,1,3,1,1,1490.25
59,6,1,3,1,2,1600.2734375
68,6,2,1,1,1,1997.666748046875
67,6,2,1,1,2,2189.50048828125
71,6,2,1,2,1,793.8333129882812
72,6,2,1,2,1,1665.916748046875
69,6,2,1,2,2,852.503173828125
70,6,2,1,2,2,1861.600952148438
76,6,2,2,1,1,1325.916748046875
75,6,2,2,1,2,1765.450439453125
79,6,2,2,2,1,670.3167114257812
80,6,2,2,2,1,1199.599487304688
77,6,2,2,2,2,1003.589416503906
78,6,2,2,2,2,1610.661865234375
74,6,2,3,1,1,1396.683349609375
73,6,2,3,1,2,1588.874755859375
82,6,3,1,1,1,2093.14990234375
81,6,3,1,1,2,2261.310302734375
85,6,3,1,2,1,433.5
86,6,3,1,2,1,1759.25
83,6,3,1,2,2,482.1777954101563
84,6,3,1,2,2,1866.586547851563
90,6,3,2,1,1,1348.895629882813
89,6,3,2,1,2,1743.028442382813
93,6,3,2,2,1,427.25
94,6,3,2,2,1,1085.324951171875
91,6,3,2,2,2,662.4085083007812
92,6,3,2,2,2,1526.721557617188
88,6,3,3,1,1,1499.733276367188
87,6,3,3,1,2,1596.640502929688
96,6,4,1,1,1,1758.61669921875
95,6,4,1,1,2,1865.329345703125
98,6,4,1,2,1,1325.583251953125
97,6,4,1,2,2,1478.784423828125
102,6,4,2,1,1,827.0595092773438
101,6,4,2,1,2,1189.3349609375
104,6,4,2,2,1,1026.050048828125
103,6,4,2,2,2,1395.0947265625
100,6,4,3,1,1,1555.650024414063
99,6,4,3,1,2,1603.859741210938
2290,7,1,1,1,1,4.833300113677979
2289,7,1,1,1,2,8.50100040435791
2293,7,1,1,2,1,1.0
2294,7,1,1,2,1,1.5
2291,7,1,1,2,2,2.0
2292,7,1,1,2,2,4.992899894714355
2298,7,1,2,1,1,4.833300113677979
2297,7,1,2,1,2,23.85880088806152
2301,7,1,2,2,1,3.166699886322021
2302,7,1,2,2,1,5.199999809265137
2299,7,1,2,2,2,22.84169960021973
2300,7,1,2,2,2,11.48569965362549
2296,7,1,3,1,1,21.83329963684082
2295,7,1,3,1,2,29.13430023193359
2304,7,2,1,1,1,7.0
2303,7,2,1,1,2,11.61670017242432
2307,7,2,1,2,1,0.0
2308,7,2,1,2,1,2.0
2305,7,2,1,2,2,1.0
2306,7,2,1,2,2,3.966700077056885
2312,7,2,2,1,1,9.08329963684082
2311,7,2,2,1,2,40.50479888916016
2315,7,2,2,2,1,1.899999976158142
2316,7,2,2,2,1,5.166699886322021
2313,7,2,2,2,2,27.81119918823242
2314,7,2,2,2,2,15.51669979095459
2310,7,2,3,1,1,16.16670036315918
2309,7,2,3,1,2,24.37689971923828
2318,7,3,1,1,1,9.0
2317,7,3,1,1,2,21.35000038146973
2321,7,3,1,2,1,1.0
2322,7,3,1,2,1,6.5
2319,7,3,1,2,2,3.0
2320,7,3,1,2,2,10.3213996887207
2326,7,3,2,1,1,6.833300113677979
2325,7,3,2,1,2,38.95949935913086
2329,7,3,2,2,1,2.5
2330,7,3,2,2,1,4.400000095367432
2327,7,3,2,2,2,25.43330001831055
2328,7,3,2,2,2,20.42620086669922
2324,7,3,3,1,1,13.25
2323,7,3,3,1,2,21.58329963684082
2332,7,4,1,1,1,2.333300113677979
2331,7,4,1,1,2,6.790900230407715
2334,7,4,1,2,1,0.0
2333,7,4,1,2,2,2.083300113677979
2338,7,4,2,1,1,3.0
2337,7,4,2,1,2,28.09539985656738
2340,7,4,2,2,1,0.5
2339,7,4,2,2,2,18.50639915466309
2336,7,4,3,1,1,12.33329963684082
2335,7,4,3,1,2,18.5408992767334
106,8,1,1,1,1,1817.933349609375
105,8,1,1,1,2,1775.906372070313
109,8,1,1,2,1,850.9500122070312
110,8,1,1,2,1,1358.340942382813
107,8,1,1,2,2,769.013916015625
108,8,1,1,2,2,1391.961181640625
114,8,1,2,1,1,1412.304809570313
113,8,1,2,1,2,1754.988647460938
117,8,1,2,2,1,940.5189819335938
118,8,1,2,2,1,1019.657104492188
115,8,1,2,2,2,1224.52392578125
116,8,1,2,2,2,1292.79443359375
112,8,1,3,1,1,1316.076171875
111,8,1,3,1,2,1300.869750976563
120,8,2,1,1,1,1803.316650390625
119,8,2,1,1,2,1716.9931640625
123,8,2,1,2,1,542.0
124,8,2,1,2,1,1383.083251953125
121,8,2,1,2,2,470.444091796875
122,8,2,1,2,2,1365.417236328125
128,8,2,2,1,1,1496.36669921875
127,8,2,2,1,2,1792.854248046875
131,8,2,2,2,1,692.0999755859375
132,8,2,2,2,1,1112.704711914063
129,8,2,2,2,2,973.613525390625
130,8,2,2,2,2,1441.61962890625
126,8,2,3,1,1,1372.599975585938
125,8,2,3,1,2,1280.313232421875
134,8,3,1,1,1,1744.110717773438
133,8,3,1,1,2,1689.320068359375
137,8,3,1,2,1,244.2832946777344
138,8,3,1,2,1,1375.349975585938
135,8,3,1,2,2,216.2904968261719
136,8,3,1,2,2,1341.084228515625
142,8,3,2,1,1,1448.630615234375
141,8,3,2,1,2,1757.229370117188
145,8,3,2,2,1,397.3594970703125
146,8,3,2,2,1,1100.157836914063
143,8,3,2,2,2,593.2197875976562
144,8,3,2,2,2,1369.41943359375
140,8,3,3,1,1,1339.954345703125
139,8,3,3,1,2,1292.937377929688
148,8,4,1,1,1,1488.02734375
147,8,4,1,1,2,1500.993408203125
150,8,4,1,2,1,1148.640502929688
149,8,4,1,2,2,1141.205444335938
154,8,4,2,1,1,967.4039916992188
153,8,4,2,1,2,1278.1640625
156,8,4,2,2,1,976.2738037109375
155,8,4,2,2,2,1247.119018554688
152,8,4,3,1,1,1351.121459960938
151,8,4,3,1,2,1363.703735351563
2342,9,1,1,1,1,25.5
2341,9,1,1,1,2,1.083299994468689
2345,9,1,1,2,1,9.5
2346,9,1,1,2,1,55.0
2343,9,1,1,2,2,0.0
2344,9,1,1,2,2,0.25
2350,9,1,2,1,1,172.0
2349,9,1,2,1,2,6.5
2353,9,1,2,2,1,220.0
2354,9,1,2,2,1,293.0535888671875
2351,9,1,2,2,2,5.833300113677979
2352,9,1,2,2,2,1.0
2348,9,1,3,1,1,27.0
2347,9,1,3,1,2,2.583300113677979
2356,9,2,1,1,1,14.83329963684082
2355,9,2,1,1,2,0.0
2359,9,2,1,2,1,4.0
2360,9,2,1,2,1,56.83330154418945
2357,9,2,1,2,2,0.0
2358,9,2,1,2,2,1.333299994468689
2364,9,2,2,1,1,85.83329772949219
2363,9,2,2,1,2,1.476199984550476
2367,9,2,2,2,1,82.83329772949219
2368,9,2,2,2,1,316.6845092773438
2365,9,2,2,2,2,1.0
2366,9,2,2,2,2,1.666700005531311
2362,9,2,3,1,1,23.83329963684082
2361,9,2,3,1,2,2.0
2370,9,3,1,1,1,16.0
2369,9,3,1,1,2,0.0
2373,9,3,1,2,1,0.0
2374,9,3,1,2,1,24.83329963684082
2371,9,3,1,2,2,0.0
2372,9,3,1,2,2,2.0
2378,9,3,2,1,1,91.0
2377,9,3,2,1,2,4.166699886322021
2381,9,3,2,2,1,55.5
2382,9,3,2,2,1,194.7917022705078
2379,9,3,2,2,2,4.5
2380,9,3,2,2,2,2.5
2376,9,3,3,1,1,23.5
2375,9,3,3,1,2,0.0
2384,9,4,1,1,1,11.5
2383,9,4,1,1,2,1.0
2386,9,4,1,2,1,21.25
2385,9,4,1,2,2,1.0
2390,9,4,2,1,1,104.3332977294922
2389,9,4,2,1,2,4.25
2392,9,4,2,2,1,104.9761962890625
2391,9,4,2,2,2,5.309500217437744
2388,9,4,3,1,1,19.5
2387,9,4,3,1,2,2.5
2394,10,1,1,1,1,0.0
2393,10,1,1,1,2,2.125
2397,10,1,1,2,1,0.0
2398,10,1,1,2,1,0.0
2395,10,1,1,2,2,1.0
2396,10,1,1,2,2,1.833299994468689
2402,10,1,2,1,1,1.0
2401,10,1,2,1,2,0.324999988079071
2405,10,1,2,2,1,1.0
2406,10,1,2,2,1,0.5
2403,10,1,2,2,2,0.5
2404,10,1,2,2,2,2.5
2400,10,1,3,1,1,2.0
2399,10,1,3,1,2,2.375
2408,10,2,1,1,1,1.0
2407,10,2,1,1,2,1.200000047683716
2411,10,2,1,2,1,0.0
2412,10,2,1,2,1,0.0
2409,10,2,1,2,2,0.0
2410,10,2,1,2,2,3.0
2416,10,2,2,1,1,1.0
2415,10,2,2,1,2,2.866699934005737
2419,10,2,2,2,1,1.0
2420,10,2,2,2,1,0.333299994468689
2417,10,2,2,2,2,3.166699886322021
2418,10,2,2,2,2,4.066699981689453
2414,10,2,3,1,1,2.0
2413,10,2,3,1,2,2.200000047683716
2422,10,3,1,1,1,3.0
2421,10,3,1,1,2,3.444400072097778
2425,10,3,1,2,1,0.0
2426,10,3,1,2,1,0.0
2423,10,3,1,2,2,0.0
2424,10,3,1,2,2,0.0
2430,10,3,2,1,1,1.0
2429,10,3,2,1,2,1.333299994468689
2433,10,3,2,2,1,0.0
2434,10,3,2,2,1,0.0
2431,10,3,2,2,2,0.0
2432,10,3,2,2,2,2.5
2428,10,3,3,1,1,7.0
2427,10,3,3,1,2,7.634900093078613
2436,10,4,1,1,1,2.0
2435,10,4,1,1,2,1.833299994468689
2438,10,4,1,2,1,1.0
2437,10,4,1,2,2,2.0
2442,10,4,2,1,1,3.0
2441,10,4,2,1,2,4.050000190734863
2444,10,4,2,2,1,2.0
2443,10,4,2,2,2,2.309499979019165
2440,10,4,3,1,1,12.0
2439,10,4,3,1,2,13.16670036315918
2446,11,1,1,1,1,176.1405029296875
2445,11,1,1,1,2,260.7777099609375
2449,11,1,1,2,1,45.10480117797852
2450,11,1,1,2,1,137.25
2447,11,1,1,2,2,63.6786003112793
2448,11,1,1,2,2,199.3647003173828
2454,11,1,2,1,1,366.25
2453,11,1,2,1,2,686.6417236328125
2457,11,1,2,2,1,206.5
2458,11,1,2,2,1,200.6887054443359
2455,11,1,2,2,2,441.3528137207031
2456,11,1,2,2,2,388.8241882324219
2452,11,1,3,1,1,593.44287109375
2451,11,1,3,1,2,743.1842041015625
2460,11,2,1,1,1,212.2832946777344
2459,11,2,1,1,2,303.6235961914063
2463,11,2,1,2,1,29.33329963684082
2464,11,2,1,2,1,144.1667022705078
2461,11,2,1,2,2,43.48450088500977
2462,11,2,1,2,2,210.0428924560547
2468,11,2,2,1,1,409.139404296875
2467,11,2,2,1,2,748.9752197265625
2471,11,2,2,2,1,148.8166961669922
2472,11,2,2,2,1,231.0426940917969
2469,11,2,2,2,2,374.9531860351563
2470,11,2,2,2,2,450.5140075683594
2466,11,2,3,1,1,631.9332885742188
2465,11,2,3,1,2,799.8895263671875
2474,11,3,1,1,1,206.88330078125
2473,11,3,1,1,2,294.3198852539063
2477,11,3,1,2,1,8.0
2478,11,3,1,2,1,117.5
2475,11,3,1,2,2,16.21789932250977
2476,11,3,1,2,2,178.6040954589844
2482,11,3,2,1,1,339.2333068847656
2481,11,3,2,1,2,621.5881958007812
2485,11,3,2,2,1,64.41670227050781
2486,11,3,2,2,1,226.9833068847656
2483,11,3,2,2,2,237.7384948730469
2484,11,3,2,2,2,509.158203125
2480,11,3,3,1,1,622.1500244140625
2479,11,3,3,1,2,772.8405151367188
2488,11,4,1,1,1,146.7333068847656
2487,11,4,1,1,2,215.2203063964844
2490,11,4,1,2,1,74.44999694824219
2489,11,4,1,2,2,127.5214004516602
2494,11,4,2,1,1,211.86669921875
2493,11,4,2,1,2,460.4755859375
2496,11,4,2,2,1,189.5
2495,11,4,2,2,2,501.9309997558594
2492,11,4,3,1,1,606.63330078125
2491,11,4,3,1,2,748.7178955078125
2498,12,1,1,1,1,36.0
2497,12,1,1,1,2,39.79999923706055
2501,12,1,1,2,1,19.0
2502,12,1,1,2,1,18.0
2499,12,1,1,2,2,18.73329925537109
2500,12,1,1,2,2,18.5856990814209
2506,12,1,2,1,1,26.66670036315918
2505,12,1,2,1,2,67.17060089111328
2509,12,1,2,2,1,13.83329963684082
2510,12,1,2,2,1,18.88570022583008
2507,12,1,2,2,2,53.12060165405273
2508,12,1,2,2,2,42.15829849243164
2504,12,1,3,1,1,56.5713996887207
2503,12,1,3,1,2,56.00479888916016
2512,12,2,1,1,1,35.0
2511,12,2,1,1,2,48.67060089111328
2515,12,2,1,2,1,13.0
2516,12,2,1,2,1,17.33329963684082
2513,12,2,1,2,2,14.0
2514,12,2,1,2,2,20.23329925537109
2520,12,2,2,1,1,25.5
2519,12,2,2,1,2,87.50749969482422
2523,12,2,2,2,1,14.5
2524,12,2,2,2,1,18.46669960021973
2521,12,2,2,2,2,61.73130035400391
2522,12,2,2,2,2,61.64049911499023
2518,12,2,3,1,1,49.0
2517,12,2,3,1,2,52.32619857788086
2526,12,3,1,1,1,47.40000152587891
2525,12,3,1,1,2,57.96670150756836
2529,12,3,1,2,1,4.5
2530,12,3,1,2,1,17.5
2527,12,3,1,2,2,6.099999904632568
2528,12,3,1,2,2,16.63330078125
2534,12,3,2,1,1,28.5
2533,12,3,2,1,2,88.98100280761719
2537,12,3,2,2,1,8.5
2538,12,3,2,2,1,8.0
2535,12,3,2,2,2,55.29399871826172
2536,12,3,2,2,2,63.14400100708008
2532,12,3,3,1,1,47.40000152587891
2531,12,3,3,1,2,56.6713981628418
2540,12,4,1,1,1,36.5
2539,12,4,1,1,2,44.22620010375977
2542,12,4,1,2,1,22.875
2541,12,4,1,2,2,25.84169960021973
2546,12,4,2,1,1,19.0
2545,12,4,2,1,2,92.32440185546875
2548,12,4,2,2,1,15.5
2547,12,4,2,2,2,83.57859802246094
2544,12,4,3,1,1,43.83330154418945
2543,12,4,3,1,2,51.4452018737793
158,13,1,1,1,1,1480.771362304688
157,13,1,1,1,2,2001.8310546875
161,13,1,1,2,1,351.326904296875
162,13,1,1,2,1,1585.201538085938
159,13,1,1,2,2,553.4552001953125
160,13,1,1,2,2,1902.40576171875
166,13,1,2,1,1,6562.8955078125
165,13,1,2,1,2,8516.1669921875
169,13,1,2,2,1,4591.5791015625
170,13,1,2,2,1,4723.85693359375
167,13,1,2,2,2,6303.75634765625
168,13,1,2,2,2,6580.2880859375
164,13,1,3,1,1,2360.757080078125
163,13,1,3,1,2,2969.06591796875
172,13,2,1,1,1,1790.19287109375
171,13,2,1,1,2,2304.19970703125
175,13,2,1,2,1,270.0833129882813
176,13,2,1,2,1,1683.966674804688
173,13,2,1,2,2,353.6635131835938
174,13,2,1,2,2,2095.95068359375
180,13,2,2,1,1,7242.92919921875
179,13,2,2,1,2,9277.0078125
183,13,2,2,2,1,4556.30029296875
184,13,2,2,2,1,5530.353515625
181,13,2,2,2,2,6270.462890625
182,13,2,2,2,2,7677.86279296875
178,13,2,3,1,1,2657.351318359375
177,13,2,3,1,2,3221.800537109375
186,13,3,1,1,1,1763.803955078125
185,13,3,1,1,2,2235.3076171875
189,13,3,1,2,1,128.3332977294922
190,13,3,1,2,1,1423.983276367188
187,13,3,1,2,2,160.7212982177734
188,13,3,1,2,2,1921.868530273438
194,13,3,2,1,1,6678.71826171875
193,13,3,2,1,2,8545.69921875
197,13,3,2,2,1,3285.48681640625
198,13,3,2,2,1,5343.79833984375
195,13,3,2,2,2,4591.82470703125
196,13,3,2,2,2,7349.794921875
192,13,3,3,1,1,2557.678955078125
191,13,3,3,1,2,3185.811279296875
200,13,4,1,1,1,1420.354858398438
199,13,4,1,1,2,1803.75537109375
202,13,4,1,2,1,1136.0
201,13,4,1,2,2,1532.560302734375
206,13,4,2,1,1,6015.861328125
205,13,4,2,1,2,7680.07275390625
208,13,4,2,2,1,5016.64990234375
207,13,4,2,2,2,6832.37109375
204,13,4,3,1,1,2570.038818359375
203,13,4,3,1,2,3324.1259765625
2550,14,1,1,1,1,397.5
2549,14,1,1,1,2,4.25
2553,14,1,1,2,1,169.0
2554,14,1,1,2,1,104.6667022705078
2551,14,1,1,2,2,1.0
2552,14,1,1,2,2,0.0
2558,14,1,2,1,1,1465.833251953125
2557,14,1,2,1,2,6.333300113677979
2561,14,1,2,2,1,1298.5
2562,14,1,2,2,1,1075.27294921875
2559,14,1,2,2,2,4.75
2560,14,1,2,2,2,8.20829963684082
2556,14,1,3,1,1,1007.083312988281
2555,14,1,3,1,2,6.083300113677979
2564,14,2,1,1,1,507.6666870117188
2563,14,2,1,1,2,15.5
2567,14,2,1,2,1,181.0
2568,14,2,1,2,1,130.3332977294922
2565,14,2,1,2,2,4.0
2566,14,2,1,2,2,0.125
2572,14,2,2,1,1,1382.416748046875
2571,14,2,2,1,2,13.72500038146973
2575,14,2,2,2,1,1202.25
2576,14,2,2,2,1,1292.949951171875
2573,14,2,2,2,2,9.29170036315918
2574,14,2,2,2,2,6.833300113677979
2570,14,2,3,1,1,1305.833251953125
2569,14,2,3,1,2,13.66670036315918
2578,14,3,1,1,1,123.75
2577,14,3,1,1,2,7.416699886322021
2581,14,3,1,2,1,8.0
2582,14,3,1,2,1,207.5
2579,14,3,1,2,2,0.0
2580,14,3,1,2,2,0.0
2586,14,3,2,1,1,1503.833251953125
2585,14,3,2,1,2,15.40830039978027
2589,14,3,2,2,1,1196.583251953125
2590,14,3,2,2,1,1563.092895507813
2587,14,3,2,2,2,8.08329963684082
2588,14,3,2,2,2,7.75
